Type,Ext,Prefix,Protocol
0x00 0x00,pxe
0x00 0x01
0x00 0x02
0x00 0x03
0x00 0x04
0x00 0x05
0x00 0x06,efi,EFI32/
0x00 0x07,efi,EFI64/
0x00 0x08
0x00 0x09,efi,EFIX/
0x00 0x0a,efi,EFIARM32/
0x00 0x0b,efi,EFIARM64/
0x00 0x0c,,,,PowerPC Open Firmware
0x00 0x0d,,,,PowerPC ePAPR
0x00 0x0e,,,,POWER OPAL v3
0x00 0x0f,efi,EFI32/,http
0x00 0x10,efi,EFI64/,http
0x00 0x11,efi,EFIX/,http
0x00 0x12,efi,EFIARM32/,http
0x00 0x13,efi,EFIARM64/,http
0x00 0x14,pxe,,http
0x00 0x15,,,,arm 32 uboot
0x00 0x16,,,,arm 64 uboot
0x00 0x17,,,http,arm uboot 32 boot from http
0x00 0x18,,,http,arm uboot 64 boot from http
